Month,t3.medium,t3.nano,c4.large,t3.xlarge,c4.2xlarge,c5.large,c5.xlarge,c5d.4xlarge,t2.medium,t2.small,c4.xlarge,c4.4xlarge,c5.2xlarge,t3.micro,c5.4xlarge
13831,0,0,0,0,0,26,0,0,0,0,0,38,0,0,208
13832,0,0,0,0,0,26,0,0,0,0,0,38,0,0,208
13833,0,0,0,0,0,26,0,0,0,0,0,38,0,0,208
13834,0,0,0,0,0,26,0,0,0,0,0,38,0,0,208
13835,0,0,0,0,0,26,0,0,0,0,0,38,0,0,208
13836,0,0,0,0,0,26,0,0,0,0,0,38,0,0,208
13837,0,0,0,0,0,26,0,0,0,0,0,38,0,0,208
13838,0,0,0,0,0,26,0,0,0,0,0,38,0,0,208
13839,0,0,0,0,0,26,0,0,0,0,0,38,0,0,208
13840,0,0,0,0,0,30,0,0,0,3,0,30,0,0,220
13841,0,0,0,0,0,30,0,0,0,3,0,30,0,0,220
13842,0,0,0,0,0,30,0,0,0,3,0,30,0,0,220
13843,0,0,0,0,0,30,0,0,0,3,0,30,0,0,220
13844,0,0,0,0,0,30,0,0,0,3,0,30,0,0,220
13845,0,0,0,0,0,30,0,0,0,3,0,30,0,0,220
13846,0,0,0,0,0,30,0,0,0,3,0,30,0,0,220
13847,0,0,0,0,0,30,0,0,0,3,0,30,0,0,220
13848,0,0,0,0,0,30,0,0,0,3,0,30,0,0,220
13849,0,0,0,0,0,30,0,0,0,3,0,30,0,0,220
13850,0,0,0,0,0,30,0,0,0,3,0,30,0,0,220
13851,0,0,0,0,0,30,0,0,0,3,0,30,0,0,220
13852,0,0,0,0,0,30,0,0,0,3,0,30,0,0,220
13853,0,0,0,0,0,30,0,0,0,3,0,30,0,0,220
13854,0,0,0,0,0,30,0,0,0,3,0,30,0,0,220
13855,0,0,0,0,0,30,0,0,0,3,0,30,0,0,220
13856,0,0,0,0,0,30,0,0,0,3,0,30,0,0,220
13857,0,0,0,0,0,30,0,0,0,3,0,30,0,0,220
13858,0,0,0,0,0,30,0,0,0,3,0,30,0,0,220
13859,0,0,0,0,0,30,0,0,0,3,0,30,0,0,220
13860,0,0,0,0,0,30,0,0,0,3,0,30,0,0,220
13861,0,0,0,0,0,30,0,0,0,3,0,30,0,0,220
13862,0,0,0,0,0,30,0,0,0,3,0,30,0,0,220
13863,0,0,0,0,0,30,0,0,0,3,0,30,0,0,220
13864,0,0,0,0,0,21,0,0,0,3,0,28,0,0,226
13865,0,0,0,0,0,21,0,0,0,3,0,28,0,0,226
13866,0,0,0,0,0,21,0,0,0,3,0,28,0,0,226
13867,0,0,0,0,0,21,0,0,0,3,0,28,0,0,226
13868,0,0,0,0,0,21,0,0,0,3,0,28,0,0,226
13869,0,0,0,0,0,21,0,0,0,3,0,28,0,0,226
13870,0,0,0,0,0,21,0,0,0,3,0,28,0,0,226
13871,0,0,0,0,0,21,0,0,0,3,0,28,0,0,226
13872,0,0,0,0,0,21,0,0,0,3,0,28,0,0,226
13873,0,0,0,0,0,21,0,0,0,3,0,28,0,0,226
13874,0,0,0,0,0,21,0,0,0,3,0,28,0,0,226
13875,0,0,0,0,0,21,0,0,0,3,0,28,0,0,226
13876,0,0,0,0,0,21,0,0,0,3,0,28,0,0,226
13877,0,0,0,0,0,21,0,0,0,3,0,28,0,0,226
13878,0,0,0,0,0,21,0,0,0,3,0,28,0,0,226
13879,0,0,0,0,0,21,0,0,0,3,0,28,0,0,226
13880,0,0,0,0,0,21,0,0,0,3,0,28,0,0,226
13881,0,0,0,0,0,21,0,0,0,3,0,28,0,0,226
13882,0,0,0,0,0,21,0,0,0,3,0,28,0,0,226
13883,0,0,0,0,0,21,0,0,0,3,0,28,0,0,226
13884,0,0,0,0,0,21,0,0,0,3,0,28,0,0,226
13885,0,0,0,0,0,21,0,0,0,3,0,28,0,0,226
13886,0,0,0,0,0,21,0,0,0,3,0,28,0,0,226
13887,0,0,0,0,0,21,0,0,0,3,0,28,0,0,226
13888,0,0,0,0,0,19,0,0,0,3,0,38,0,0,171
13889,0,0,0,0,0,19,0,0,0,3,0,38,0,0,171
13890,0,0,0,0,0,19,0,0,0,3,0,38,0,0,171
13891,0,0,0,0,0,19,0,0,0,3,0,38,0,0,171
13892,0,0,0,0,0,19,0,0,0,3,0,38,0,0,171
13893,0,0,0,0,0,19,0,0,0,3,0,38,0,0,171
13894,0,0,0,0,0,19,0,0,0,3,0,38,0,0,171
13895,0,0,0,0,0,19,0,0,0,3,0,38,0,0,171
13896,0,0,0,0,0,19,0,0,0,3,0,38,0,0,171
13897,0,0,0,0,0,19,0,0,0,3,0,38,0,0,171
13898,0,0,0,0,0,19,0,0,0,3,0,38,0,0,171
13899,0,0,0,0,0,19,0,0,0,3,0,38,0,0,171
13900,0,0,0,0,0,19,0,0,0,3,0,38,0,0,171
13901,0,0,0,0,0,19,0,0,0,3,0,38,0,0,171
13902,0,0,0,0,0,19,0,0,0,3,0,38,0,0,171
13903,0,0,0,0,0,19,0,0,0,3,0,38,0,0,171
13904,0,0,0,0,0,19,0,0,0,3,0,38,0,0,171
13905,0,0,0,0,0,19,0,0,0,3,0,38,0,0,171
13906,0,0,0,0,0,19,0,0,0,3,0,38,0,0,171
13907,0,0,0,0,0,19,0,0,0,3,0,38,0,0,171
13908,0,0,0,0,0,19,0,0,0,3,0,38,0,0,171
13909,0,0,0,0,0,19,0,0,0,3,0,38,0,0,171
13910,0,0,0,0,0,19,0,0,0,3,0,38,0,0,171
13911,0,0,0,0,0,19,0,0,0,3,0,38,0,0,171
13912,0,0,0,0,0,21,0,0,0,3,0,41,0,0,169
13913,0,0,0,0,0,21,0,0,0,3,0,41,0,0,169
13914,0,0,0,0,0,21,0,0,0,3,0,41,0,0,169
13915,0,0,0,0,0,21,0,0,0,3,0,41,0,0,169
13916,0,0,0,0,0,21,0,0,0,3,0,41,0,0,169
13917,0,0,0,0,0,21,0,0,0,3,0,41,0,0,169
13918,0,0,0,0,0,21,0,0,0,3,0,41,0,0,169
13919,0,0,0,0,0,21,0,0,0,3,0,41,0,0,169
13920,0,0,0,0,0,21,0,0,0,3,0,41,0,0,169
13921,0,0,0,0,0,21,0,0,0,3,0,41,0,0,169
13922,0,0,0,0,0,21,0,0,0,3,0,41,0,0,169
13923,0,0,0,0,0,21,0,0,0,3,0,41,0,0,169
13924,0,0,0,0,0,21,0,0,0,3,0,41,0,0,169
13925,0,0,0,0,0,21,0,0,0,3,0,41,0,0,169
13926,0,0,0,0,0,21,0,0,0,3,0,41,0,0,169
13927,0,0,0,0,0,21,0,0,0,3,0,41,0,0,169
13928,0,0,0,0,0,21,0,0,0,3,0,41,0,0,169
13929,0,0,0,0,0,21,0,0,0,3,0,41,0,0,169
13930,0,0,0,0,0,21,0,0,0,3,0,41,0,0,169
13931,0,0,0,0,0,21,0,0,0,3,0,41,0,0,169
13932,0,0,0,0,0,21,0,0,0,3,0,41,0,0,169
13933,0,0,0,0,0,21,0,0,0,3,0,41,0,0,169
13934,0,0,0,0,0,21,0,0,0,3,0,41,0,0,169
13935,0,0,0,0,0,21,0,0,0,3,0,41,0,0,169
13936,0,0,0,0,0,21,0,0,0,2,0,34,0,0,195
13937,0,0,0,0,0,21,0,0,0,2,0,34,0,0,195
13938,0,0,0,0,0,21,0,0,0,2,0,34,0,0,195
13939,0,0,0,0,0,21,0,0,0,2,0,34,0,0,195
13940,0,0,0,0,0,21,0,0,0,2,0,34,0,0,195
13941,0,0,0,0,0,21,0,0,0,2,0,34,0,0,195
13942,0,0,0,0,0,21,0,0,0,2,0,34,0,0,195
13943,0,0,0,0,0,21,0,0,0,2,0,34,0,0,195
13944,0,0,0,0,0,21,0,0,0,2,0,34,0,0,195
13945,0,0,0,0,0,21,0,0,0,2,0,34,0,0,195
13946,0,0,0,0,0,21,0,0,0,2,0,34,0,0,195
13947,0,0,0,0,0,21,0,0,0,2,0,34,0,0,195
13948,0,0,0,0,0,21,0,0,0,2,0,34,0,0,195
13949,0,0,0,0,0,21,0,0,0,2,0,34,0,0,195
13950,0,0,0,0,0,21,0,0,0,2,0,34,0,0,195
13951,0,0,0,0,0,21,0,0,0,2,0,34,0,0,195
13952,0,0,0,0,0,21,0,0,0,2,0,34,0,0,195
13953,0,0,0,0,0,21,0,0,0,2,0,34,0,0,195
13954,0,0,0,0,0,21,0,0,0,2,0,34,0,0,195
13955,0,0,0,0,0,21,0,0,0,2,0,34,0,0,195
13956,0,0,0,0,0,21,0,0,0,2,0,34,0,0,195
13957,0,0,0,0,0,21,0,0,0,2,0,34,0,0,195
13958,0,0,0,0,0,21,0,0,0,2,0,34,0,0,195
13959,0,0,0,0,0,21,0,0,0,2,0,34,0,0,195
13960,0,0,0,0,0,23,0,0,0,3,0,23,0,0,203
13961,0,0,0,0,0,23,0,0,0,3,0,23,0,0,203
13962,0,0,0,0,0,23,0,0,0,3,0,23,0,0,203
13963,0,0,0,0,0,23,0,0,0,3,0,23,0,0,203
13964,0,0,0,0,0,23,0,0,0,3,0,23,0,0,203
13965,0,0,0,0,0,23,0,0,0,3,0,23,0,0,203
13966,0,0,0,0,0,23,0,0,0,3,0,23,0,0,203
13967,0,0,0,0,0,23,0,0,0,3,0,23,0,0,203
13968,0,0,0,0,0,23,0,0,0,3,0,23,0,0,203
13969,0,0,0,0,0,23,0,0,0,3,0,23,0,0,203
13970,0,0,0,0,0,23,0,0,0,3,0,23,0,0,203
13971,0,0,0,0,0,23,0,0,0,3,0,23,0,0,203
13972,0,0,0,0,0,23,0,0,0,3,0,23,0,0,203
13973,0,0,0,0,0,23,0,0,0,3,0,23,0,0,203
13974,0,0,0,0,0,23,0,0,0,3,0,23,0,0,203
13975,0,0,0,0,0,23,0,0,0,3,0,23,0,0,203
13976,0,0,0,0,0,23,0,0,0,3,0,23,0,0,203
13977,0,0,0,0,0,23,0,0,0,3,0,23,0,0,203
13978,0,0,0,0,0,23,0,0,0,3,0,23,0,0,203
13979,0,0,0,0,0,23,0,0,0,3,0,23,0,0,203
13980,0,0,0,0,0,23,0,0,0,3,0,23,0,0,203
13981,0,0,0,0,0,23,0,0,0,3,0,23,0,0,203
13982,0,0,0,0,0,23,0,0,0,3,0,23,0,0,203
13983,0,0,0,0,0,23,0,0,0,3,0,23,0,0,203
13984,0,0,0,0,0,18,0,0,0,3,0,13,0,0,269
13985,0,0,0,0,0,18,0,0,0,3,0,13,0,0,269
13986,0,0,0,0,0,18,0,0,0,3,0,13,0,0,269
13987,0,0,0,0,0,18,0,0,0,3,0,13,0,0,269
13988,0,0,0,0,0,18,0,0,0,3,0,13,0,0,269
13989,0,0,0,0,0,18,0,0,0,3,0,13,0,0,269
13990,0,0,0,0,0,18,0,0,0,3,0,13,0,0,269
13991,0,0,0,0,0,18,0,0,0,3,0,13,0,0,269
13992,0,0,0,0,0,18,0,0,0,3,0,13,0,0,269
13993,0,0,0,0,0,18,0,0,0,3,0,13,0,0,269
13994,0,0,0,0,0,18,0,0,0,3,0,13,0,0,269
13995,0,0,0,0,0,18,0,0,0,3,0,13,0,0,269
13996,0,0,0,0,0,18,0,0,0,3,0,13,0,0,269
13997,0,0,0,0,0,18,0,0,0,3,0,13,0,0,269
13998,0,0,0,0,0,18,0,0,0,3,0,13,0,0,269
13999,0,0,0,0,0,18,0,0,0,3,0,13,0,0,269
14000,0,0,0,0,0,18,0,0,0,3,0,13,0,0,269
14001,0,0,0,0,0,18,0,0,0,3,0,13,0,0,269
14002,0,0,0,0,0,18,0,0,0,3,0,13,0,0,269
14003,0,0,0,0,0,18,0,0,0,3,0,13,0,0,269
14004,0,0,0,0,0,18,0,0,0,3,0,13,0,0,269
14005,0,0,0,0,0,18,0,0,0,3,0,13,0,0,269
14006,0,0,0,0,0,18,0,0,0,3,0,13,0,0,269
14007,0,0,0,0,0,18,0,0,0,3,0,13,0,0,269
14008,0,0,2,0,0,21,0,0,0,2,0,0,0,0,278
14009,0,0,2,0,0,21,0,0,0,2,0,0,0,0,278
14010,0,0,2,0,0,21,0,0,0,2,0,0,0,0,278
14011,0,0,2,0,0,21,0,0,0,2,0,0,0,0,278
14012,0,0,2,0,0,21,0,0,0,2,0,0,0,0,278
14013,0,0,2,0,0,21,0,0,0,2,0,0,0,0,278
14014,0,0,2,0,0,21,0,0,0,2,0,0,0,0,278
14015,0,0,2,0,0,21,0,0,0,2,0,0,0,0,278
14016,0,0,2,0,0,21,0,0,0,2,0,0,0,0,278
14017,0,0,2,0,0,21,0,0,0,2,0,0,0,0,278
14018,0,0,2,0,0,21,0,0,0,2,0,0,0,0,278
14019,0,0,2,0,0,21,0,0,0,2,0,0,0,0,278
14020,0,0,2,0,0,21,0,0,0,2,0,0,0,0,278
14021,0,0,2,0,0,21,0,0,0,2,0,0,0,0,278
14022,0,0,2,0,0,21,0,0,0,2,0,0,0,0,278
14023,0,0,2,0,0,21,0,0,0,2,0,0,0,0,278
14024,0,0,2,0,0,21,0,0,0,2,0,0,0,0,278
14025,0,0,2,0,0,21,0,0,0,2,0,0,0,0,278
14026,0,0,2,0,0,21,0,0,0,2,0,0,0,0,278
14027,0,0,2,0,0,21,0,0,0,2,0,0,0,0,278
14028,0,0,2,0,0,21,0,0,0,2,0,0,0,0,278
14029,0,0,2,0,0,21,0,0,0,2,0,0,0,0,278
14030,0,0,2,0,0,21,0,0,0,2,0,0,0,0,278
14031,0,0,2,0,0,21,0,0,0,2,0,0,0,0,278
14032,0,0,10,0,0,17,0,0,0,3,0,2,0,0,262
14033,0,0,10,0,0,17,0,0,0,3,0,2,0,0,262
14034,0,0,10,0,0,17,0,0,0,3,0,2,0,0,262
14035,0,0,10,0,0,17,0,0,0,3,0,2,0,0,262
14036,0,0,10,0,0,17,0,0,0,3,0,2,0,0,262
14037,0,0,10,0,0,17,0,0,0,3,0,2,0,0,262
14038,0,0,10,0,0,17,0,0,0,3,0,2,0,0,262
14039,0,0,10,0,0,17,0,0,0,3,0,2,0,0,262
14040,0,0,10,0,0,17,0,0,0,3,0,2,0,0,262
14041,0,0,10,0,0,17,0,0,0,3,0,2,0,0,262
14042,0,0,10,0,0,17,0,0,0,3,0,2,0,0,262
14043,0,0,10,0,0,17,0,0,0,3,0,2,0,0,262
14044,0,0,10,0,0,17,0,0,0,3,0,2,0,0,262
14045,0,0,10,0,0,17,0,0,0,3,0,2,0,0,262
14046,0,0,10,0,0,17,0,0,0,3,0,2,0,0,262
14047,0,0,10,0,0,17,0,0,0,3,0,2,0,0,262
14048,0,0,10,0,0,17,0,0,0,3,0,2,0,0,262
14049,0,0,10,0,0,17,0,0,0,3,0,2,0,0,262
14050,0,0,10,0,0,17,0,0,0,3,0,2,0,0,262
14051,0,0,10,0,0,17,0,0,0,3,0,2,0,0,262
14052,0,0,10,0,0,17,0,0,0,3,0,2,0,0,262
14053,0,0,10,0,0,17,0,0,0,3,0,2,0,0,262
14054,0,0,10,0,0,17,0,0,0,3,0,2,0,0,262
14055,0,0,10,0,0,17,0,0,0,3,0,2,0,0,262
14056,0,0,7,0,0,19,0,0,0,3,0,1,0,0,256
14057,0,0,7,0,0,19,0,0,0,3,0,1,0,0,256
14058,0,0,7,0,0,19,0,0,0,3,0,1,0,0,256
14059,0,0,7,0,0,19,0,0,0,3,0,1,0,0,256
14060,0,0,7,0,0,19,0,0,0,3,0,1,0,0,256
14061,0,0,7,0,0,19,0,0,0,3,0,1,0,0,256
14062,0,0,7,0,0,19,0,0,0,3,0,1,0,0,256
14063,0,0,7,0,0,19,0,0,0,3,0,1,0,0,256
14064,0,0,7,0,0,19,0,0,0,3,0,1,0,0,256
14065,0,0,7,0,0,19,0,0,0,3,0,1,0,0,256
14066,0,0,7,0,0,19,0,0,0,3,0,1,0,0,256
14067,0,0,7,0,0,19,0,0,0,3,0,1,0,0,256
14068,0,0,7,0,0,19,0,0,0,3,0,1,0,0,256
14069,0,0,7,0,0,19,0,0,0,3,0,1,0,0,256
14070,0,0,7,0,0,19,0,0,0,3,0,1,0,0,256
14071,0,0,7,0,0,19,0,0,0,3,0,1,0,0,256
14072,0,0,7,0,0,19,0,0,0,3,0,1,0,0,256
14073,0,0,7,0,0,19,0,0,0,3,0,1,0,0,256
14074,0,0,7,0,0,19,0,0,0,3,0,1,0,0,256
14075,0,0,7,0,0,19,0,0,0,3,0,1,0,0,256
14076,0,0,7,0,0,19,0,0,0,3,0,1,0,0,256
14077,0,0,7,0,0,19,0,0,0,3,0,1,0,0,256
14078,0,0,7,0,0,19,0,0,0,3,0,1,0,0,256
14079,0,0,7,0,0,19,0,0,0,3,0,1,0,0,256
14080,0,0,7,0,0,15,0,0,0,3,0,0,0,0,245
14081,0,0,7,0,0,15,0,0,0,3,0,0,0,0,245
14082,0,0,7,0,0,15,0,0,0,3,0,0,0,0,245
14083,0,0,7,0,0,15,0,0,0,3,0,0,0,0,245
14084,0,0,7,0,0,15,0,0,0,3,0,0,0,0,245
14085,0,0,7,0,0,15,0,0,0,3,0,0,0,0,245
14086,0,0,7,0,0,15,0,0,0,3,0,0,0,0,245
14087,0,0,7,0,0,15,0,0,0,3,0,0,0,0,245
14088,0,0,7,0,0,15,0,0,0,3,0,0,0,0,245
14089,0,0,7,0,0,15,0,0,0,3,0,0,0,0,245
14090,0,0,7,0,0,15,0,0,0,3,0,0,0,0,245
14091,0,0,7,0,0,15,0,0,0,3,0,0,0,0,245
14092,0,0,7,0,0,15,0,0,0,3,0,0,0,0,245
14093,0,0,7,0,0,15,0,0,0,3,0,0,0,0,245
14094,0,0,7,0,0,15,0,0,0,3,0,0,0,0,245
14095,0,0,7,0,0,15,0,0,0,3,0,0,0,0,245
14096,0,0,7,0,0,15,0,0,0,3,0,0,0,0,245
14097,0,0,7,0,0,15,0,0,0,3,0,0,0,0,245
14098,0,0,7,0,0,15,0,0,0,3,0,0,0,0,245
14099,0,0,7,0,0,15,0,0,0,3,0,0,0,0,245
14100,0,0,7,0,0,15,0,0,0,3,0,0,0,0,245
14101,0,0,7,0,0,15,0,0,0,3,0,0,0,0,245
14102,0,0,7,0,0,15,0,0,0,3,0,0,0,0,245
14103,0,0,7,0,0,15,0,0,0,3,0,0,0,0,245
14104,0,0,5,0,0,20,0,0,0,2,0,0,0,0,284
14105,0,0,5,0,0,20,0,0,0,2,0,0,0,0,284
14106,0,0,5,0,0,20,0,0,0,2,0,0,0,0,284
14107,0,0,5,0,0,20,0,0,0,2,0,0,0,0,284
14108,0,0,5,0,0,20,0,0,0,2,0,0,0,0,284
14109,0,0,5,0,0,20,0,0,0,2,0,0,0,0,284
14110,0,0,5,0,0,20,0,0,0,2,0,0,0,0,284
14111,0,0,5,0,0,20,0,0,0,2,0,0,0,0,284
14112,0,0,5,0,0,20,0,0,0,2,0,0,0,0,284
14113,0,0,5,0,0,20,0,0,0,2,0,0,0,0,284
14114,0,0,5,0,0,20,0,0,0,2,0,0,0,0,284
14115,0,0,5,0,0,20,0,0,0,2,0,0,0,0,284
14116,0,0,5,0,0,20,0,0,0,2,0,0,0,0,284
14117,0,0,5,0,0,20,0,0,0,2,0,0,0,0,284
14118,0,0,5,0,0,20,0,0,0,2,0,0,0,0,284
14119,0,0,5,0,0,20,0,0,0,2,0,0,0,0,284
14120,0,0,5,0,0,20,0,0,0,2,0,0,0,0,284
14121,0,0,5,0,0,20,0,0,0,2,0,0,0,0,284
14122,0,0,5,0,0,20,0,0,0,2,0,0,0,0,284
14123,0,0,5,0,0,20,0,0,0,2,0,0,0,0,284
14124,0,0,5,0,0,20,0,0,0,2,0,0,0,0,284
14125,0,0,5,0,0,20,0,0,0,2,0,0,0,0,284
14126,0,0,5,0,0,20,0,0,0,2,0,0,0,0,284
14127,0,0,5,0,0,20,0,0,0,2,0,0,0,0,284
14128,0,0,4,0,1,21,0,0,0,3,0,10,0,0,256
14129,0,0,4,0,1,21,0,0,0,3,0,10,0,0,256
14130,0,0,4,0,1,21,0,0,0,3,0,10,0,0,256
14131,0,0,4,0,1,21,0,0,0,3,0,10,0,0,256
14132,0,0,4,0,1,21,0,0,0,3,0,10,0,0,256
14133,0,0,4,0,1,21,0,0,0,3,0,10,0,0,256
14134,0,0,4,0,1,21,0,0,0,3,0,10,0,0,256
14135,0,0,4,0,1,21,0,0,0,3,0,10,0,0,256
14136,0,0,4,0,1,21,0,0,0,3,0,10,0,0,256
14137,0,0,4,0,1,21,0,0,0,3,0,10,0,0,256
14138,0,0,4,0,1,21,0,0,0,3,0,10,0,0,256
14139,0,0,4,0,1,21,0,0,0,3,0,10,0,0,256
14140,0,0,4,0,1,21,0,0,0,3,0,10,0,0,256
14141,0,0,4,0,1,21,0,0,0,3,0,10,0,0,256
14142,0,0,4,0,1,21,0,0,0,3,0,10,0,0,256
14143,0,0,4,0,1,21,0,0,0,3,0,10,0,0,256
14144,0,0,4,0,1,21,0,0,0,3,0,10,0,0,256
14145,0,0,4,0,1,21,0,0,0,3,0,10,0,0,256
14146,0,0,4,0,1,21,0,0,0,3,0,10,0,0,256
14147,0,0,4,0,1,21,0,0,0,3,0,10,0,0,256
14148,0,0,4,0,1,21,0,0,0,3,0,10,0,0,256
14149,0,0,4,0,1,21,0,0,0,3,0,10,0,0,256
14150,0,0,4,0,1,21,0,0,0,3,0,10,0,0,256
14151,0,0,4,0,1,21,0,0,0,3,0,10,0,0,256
14152,0,0,4,0,0,21,0,0,0,3,0,7,0,0,271
14153,0,0,4,0,0,21,0,0,0,3,0,7,0,0,271
14154,0,0,4,0,0,21,0,0,0,3,0,7,0,0,271
14155,0,0,4,0,0,21,0,0,0,3,0,7,0,0,271
14156,0,0,4,0,0,21,0,0,0,3,0,7,0,0,271
14157,0,0,4,0,0,21,0,0,0,3,0,7,0,0,271
14158,0,0,4,0,0,21,0,0,0,3,0,7,0,0,271
14159,0,0,4,0,0,21,0,0,0,3,0,7,0,0,271
14160,0,0,4,0,0,21,0,0,0,3,0,7,0,0,271
14161,0,0,4,0,0,21,0,0,0,3,0,7,0,0,271
14162,0,0,4,0,0,21,0,0,0,3,0,7,0,0,271
14163,0,0,4,0,0,21,0,0,0,3,0,7,0,0,271
14164,0,0,4,0,0,21,0,0,0,3,0,7,0,0,271
14165,0,0,4,0,0,21,0,0,0,3,0,7,0,0,271
14166,0,0,4,0,0,21,0,0,0,3,0,7,0,0,271
14167,0,0,4,0,0,21,0,0,0,3,0,7,0,0,271
14168,0,0,4,0,0,21,0,0,0,3,0,7,0,0,271
14169,0,0,4,0,0,21,0,0,0,3,0,7,0,0,271
14170,0,0,4,0,0,21,0,0,0,3,0,7,0,0,271
14171,0,0,4,0,0,21,0,0,0,3,0,7,0,0,271
14172,0,0,4,0,0,21,0,0,0,3,0,7,0,0,271
14173,0,0,4,0,0,21,0,0,0,3,0,7,0,0,271
14174,0,0,4,0,0,21,0,0,0,3,0,7,0,0,271
14175,0,0,4,0,0,21,0,0,0,3,0,7,0,0,271
14176,0,0,4,0,0,20,0,0,0,3,0,10,0,0,270
14177,0,0,4,0,0,20,0,0,0,3,0,10,0,0,270
14178,0,0,4,0,0,20,0,0,0,3,0,10,0,0,270
14179,0,0,4,0,0,20,0,0,0,3,0,10,0,0,270
14180,0,0,4,0,0,20,0,0,0,3,0,10,0,0,270
14181,0,0,4,0,0,20,0,0,0,3,0,10,0,0,270
14182,0,0,4,0,0,20,0,0,0,3,0,10,0,0,270
14183,0,0,4,0,0,20,0,0,0,3,0,10,0,0,270
14184,0,0,4,0,0,20,0,0,0,3,0,10,0,0,270
14185,0,0,4,0,0,20,0,0,0,3,0,10,0,0,270
14186,0,0,4,0,0,20,0,0,0,3,0,10,0,0,270
14187,0,0,4,0,0,20,0,0,0,3,0,10,0,0,270
14188,0,0,4,0,0,20,0,0,0,3,0,10,0,0,270
14189,0,0,4,0,0,20,0,0,0,3,0,10,0,0,270
14190,0,0,4,0,0,20,0,0,0,3,0,10,0,0,270
14191,0,0,4,0,0,20,0,0,0,3,0,10,0,0,270
14192,0,0,4,0,0,20,0,0,0,3,0,10,0,0,270
14193,0,0,4,0,0,20,0,0,0,3,0,10,0,0,270
14194,0,0,4,0,0,20,0,0,0,3,0,10,0,0,270
14195,0,0,4,0,0,20,0,0,0,3,0,10,0,0,270
14196,0,0,4,0,0,20,0,0,0,3,0,10,0,0,270
14197,0,0,4,0,0,20,0,0,0,3,0,10,0,0,270
14198,0,0,4,0,0,20,0,0,0,3,0,10,0,0,270
14199,0,0,4,0,0,20,0,0,0,3,0,10,0,0,270
14200,0,0,4,0,0,18,0,0,0,3,0,10,0,0,264
14201,0,0,4,0,0,18,0,0,0,3,0,10,0,0,264
14202,0,0,4,0,0,18,0,0,0,3,0,10,0,0,264
14203,0,0,4,0,0,18,0,0,0,3,0,10,0,0,264
14204,0,0,4,0,0,18,0,0,0,3,0,10,0,0,264
14205,0,0,4,0,0,18,0,0,0,3,0,10,0,0,264
14206,0,0,4,0,0,18,0,0,0,3,0,10,0,0,264
14207,0,0,4,0,0,18,0,0,0,3,0,10,0,0,264
14208,0,0,4,0,0,18,0,0,0,3,0,10,0,0,264
14209,0,0,4,0,0,18,0,0,0,3,0,10,0,0,264
14210,0,0,4,0,0,18,0,0,0,3,0,10,0,0,264
14211,0,0,4,0,0,18,0,0,0,3,0,10,0,0,264
14212,0,0,4,0,0,18,0,0,0,3,0,10,0,0,264
14213,0,0,4,0,0,18,0,0,0,3,0,10,0,0,264
14214,0,0,4,0,0,18,0,0,0,3,0,10,0,0,264
14215,0,0,4,0,0,18,0,0,0,3,0,10,0,0,264
14216,0,0,4,0,0,18,0,0,0,3,0,10,0,0,264
14217,0,0,4,0,0,18,0,0,0,3,0,10,0,0,264
14218,0,0,4,0,0,18,0,0,0,3,0,10,0,0,264
14219,0,0,4,0,0,18,0,0,0,3,0,10,0,0,264
14220,0,0,4,0,0,18,0,0,0,3,0,10,0,0,264
14221,0,0,4,0,0,18,0,0,0,3,0,10,0,0,264
14222,0,0,4,0,0,18,0,0,0,3,0,10,0,0,264
14223,0,0,4,0,0,18,0,0,0,3,0,10,0,0,264
14224,0,0,4,0,0,18,0,0,0,2,0,11,0,0,227
14225,0,0,4,0,0,18,0,0,0,2,0,11,0,0,227
14226,0,0,4,0,0,18,0,0,0,2,0,11,0,0,227
14227,0,0,4,0,0,18,0,0,0,2,0,11,0,0,227
14228,0,0,4,0,0,18,0,0,0,2,0,11,0,0,227
14229,0,0,4,0,0,18,0,0,0,2,0,11,0,0,227
14230,0,0,4,0,0,18,0,0,0,2,0,11,0,0,227
14231,0,0,4,0,0,18,0,0,0,2,0,11,0,0,227
14232,0,0,4,0,0,18,0,0,0,2,0,11,0,0,227
14233,0,0,4,0,0,18,0,0,0,2,0,11,0,0,227
14234,0,0,4,0,0,18,0,0,0,2,0,11,0,0,227
14235,0,0,4,0,0,18,0,0,0,2,0,11,0,0,227
14236,0,0,4,0,0,18,0,0,0,2,0,11,0,0,227
14237,0,0,4,0,0,18,0,0,0,2,0,11,0,0,227
14238,0,0,4,0,0,18,0,0,0,2,0,11,0,0,227
14239,0,0,4,0,0,18,0,0,0,2,0,11,0,0,227
14240,0,0,4,0,0,18,0,0,0,2,0,11,0,0,227
14241,0,0,4,0,0,18,0,0,0,2,0,11,0,0,227
14242,0,0,4,0,0,18,0,0,0,2,0,11,0,0,227
14243,0,0,4,0,0,18,0,0,0,2,0,11,0,0,227
14244,0,0,4,0,0,18,0,0,0,2,0,11,0,0,227
14245,0,0,4,0,0,18,0,0,0,2,0,11,0,0,227
14246,0,0,4,0,0,18,0,0,0,2,0,11,0,0,227
14247,0,0,4,0,0,18,0,0,0,2,0,11,0,0,227
14248,0,0,4,0,0,23,0,0,0,0,0,21,0,0,208
14249,0,0,4,0,0,23,0,0,0,0,0,21,0,0,208
14250,0,0,4,0,0,23,0,0,0,0,0,21,0,0,208
